filter,key,project,issuetype,status,customfield_58100,customfield_60501
preALP,2021-01-01,BIZAPPS-21630,BiznessApps,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,BEC-13307,Beckon,Customer Defect,Release pending,0.0,
preALP,2021-01-01,BEC-12814,Beckon,Customer Defect,Release pending,1.0,BEC-224
preALP,2021-01-01,BEC-11688,Beckon,Customer Defect,Release pending,1.0,BEC-224
preALP,2021-01-01,BEC-11660,Beckon,Customer Defect,Release pending,1.0,BEC-224
preALP,2021-01-01,BEC-11658,Beckon,Customer Defect,Release pending,1.0,BEC-224
preALP,2021-01-01,BEC-11616,Beckon,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,BEC-10087,Beckon,Defect,Release pending,0.0,
preALP,2021-01-01,BEC-10036,Beckon,Defect,Release pending,1.0,BEC-224
preALP,2021-01-01,BEC-9196,Beckon,Defect,Release pending,0.0,
preALP,2021-01-01,BEC-7849,Beckon,Defect,Release pending,0.0,
preALP,2021-01-01,BEC-7796,Beckon,Defect,Release pending,1.0,BEC-1535
preALP,2021-01-01,BEC-7784,Beckon,Defect,Release pending,0.0,
preALP,2021-01-01,BEC-7773,Beckon,Defect,Release pending,0.0,
preALP,2021-01-01,BEC-7494,Beckon,Customer Defect,Release pending,0.0,
preALP,2021-01-01,BEC-1214,Beckon,Defect,Release pending,2.0,"BEC-10310,BEC-12579"
preALP,2021-01-01,AWORK-61818,XO.HireManage,Defect,Release pending,0.0,
preALP,2021-01-01,AWORK-61445,XO.HireManage,Defect,Release pending,5.0,"AWORK-52850,AWORK-55681,AWORK-55755,AWORK-56158,AWORK-56368"
preALP,2021-01-01,AWORK-61394,XO.HireManage,Customer Defect,Release pending,1.0,AWORK-60205
preALP,2021-01-01,AWORK-61158,XO.HireManage,Customer Defect,Release pending,1.0,AWORK-47442
preALP,2021-01-01,AWORK-60264,XO.HireManage,Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-6136,Agemni SAT,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-6088,Agemni SAT,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-5535,Agemni SAT,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-5326,Agemni SAT,Defect,Release pending,1.0,AGEMSAT-3171
preALP,2021-01-01,AGEMSAT-5263,Agemni SAT,Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-5204,Agemni SAT,Defect,Release pending,1.0,AGEMSAT-6352
preALP,2021-01-01,AGEMSAT-5200,Agemni SAT,Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-5198,Agemni SAT,Defect,Reviewed,1.0,AGEMSAT-5633
preALP,2021-01-01,AGEMSAT-5196,Agemni SAT,Defect,Release pending,1.0,AGEMSAT-3171
preALP,2021-01-01,AGEMSAT-5194,Agemni SAT,Defect,Release pending,1.0,AGEMSAT-3171
preALP,2021-01-01,AGEMSAT-4143,Agemni SAT,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-3721,Agemni SAT,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-2201,Agemni SAT,Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-2195,Agemni SAT,Defect,Release pending,4.0,"AGEMSAT-3236,AGEMSAT-3237,AGEMSAT-3238,AGEMSAT-3239"
preALP,2021-01-01,AGEMSAT-2068,Agemni SAT,Defect,Release pending,3.0,"AGEMSAT-3253,AGEMSAT-3254,AGEMSAT-3255"
preALP,2021-01-01,AGEMSAT-2021,Agemni SAT,Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-1916,Agemni SAT,Defect,Release pending,7.0,"AGEMSAT-1624,AGEMSAT-3201,AGEMSAT-3202,AGEMSAT-3203,AGEMSAT-3204,AGEMSAT-3205,AGEMSAT-3484"
preALP,2021-01-01,AGEMSAT-1870,Agemni SAT,Defect,Release pending,7.0,"AGEMSAT-3201,AGEMSAT-3202,AGEMSAT-3203,AGEMSAT-3204,AGEMSAT-3205,AGEMSAT-3484,AGEMSAT-5512"
preALP,2021-01-01,AGEMSAT-1829,Agemni SAT,Defect,Release pending,4.0,"AGEMSAT-1831,AGEMSAT-3131,AGEMSAT-3132,AGEMSAT-3135"
preALP,2021-01-01,AGEMSAT-1521,Agemni SAT,Customer Defect,Release pending,4.0,"AGEMSAT-3236,AGEMSAT-3237,AGEMSAT-3238,AGEMSAT-3239"
preALP,2021-01-01,AGEMSAT-913,Agemni SAT,Customer Defect,Release pending,3.0,"AGEMSAT-3191,AGEMSAT-3194,AGEMSAT-3195"
preALP,2021-01-01,AGEMSAT-835,Agemni SAT,Defect,Release pending,2.0,"AGEMSAT-3247,AGEMSAT-3248"
preALP,2021-01-01,AGEMSAT-743,Agemni SAT,Defect,Release pending,3.0,"AGEMSAT-3191,AGEMSAT-3194,AGEMSAT-3195"
preALP,2021-01-01,AGEMSAT-705,Agemni SAT,Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-681,Agemni SAT,Defect,Release pending,0.0,
preALP,2021-01-01,AGEMSAT-677,Agemni SAT,Defect,Release pending,0.0,
preALP,2021-01-01,AGEMCMS-7691,Agemni CMS,Customer Defect,In Code Review,,
preALP,2021-01-01,AGEMCMS-7521,Agemni CMS,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AGEMCMS-7246,Agemni CMS,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AGEMCMS-5028,Agemni CMS,Defect,In Code Review,,
preALP,2021-01-01,AGEMCMS-4920,Agemni CMS,Customer Defect,Release pending,1.0,AGEMCMS-3201
preALP,2021-01-01,AGEMCMS-3799,Agemni CMS,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,AESEDI-54086,AES EDI,Defect,Release pending,0.0,
preALP,2021-01-01,AESEDI-54020,AES EDI,Defect,In Code Review,,
preALP,2021-01-01,AESCIS-46947,AES CIS,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AESCIS-46939,AES CIS,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AESCIS-46861,AES CIS,Customer Defect,Release pending,0.0,
preALP,2021-01-01,AESCIS-46745,AES CIS,Customer Defect,Release pending,1.0,AESCIS-46936
preALP,2021-01-01,AESCIS-45453,AES CIS,Customer Defect,Release pending,0.0,
preALP,2021-01-01,ACTA-60330,Aurea Monitor,Customer Defect,In Code Review,,
preALP,2021-01-01,ACTA-60257,Aurea Monitor,Customer Defect,Release pending,0.0,
preALP,2021-01-01,ACID-36952,Acorn PA5G,Defect,Release pending,0.0,
preALP,2021-01-01,ACID-36351,Acorn PA5G,Defect,Release pending,1.0,ACID-21755
preALP,2021-01-01,ACID-36048,Acorn PA5G,Defect,Release pending,1.0,ACID-21755
preALP,2021-01-01,ACID-34532,Acorn PA5G,Customer Defect,Release pending,5.0,"ACID-19654,ACID-22666,ACID-22667,ACID-23014,ACID-37203"
preALP,2021-01-01,ACID-23727,Acorn PA5G,Customer Defect,Release pending,5.0,"ACID-23543,ACID-23545,ACID-23546,ACID-23551,ACID-24092"
