filter,Date,project,key,issuetype,status,customfield_58100,customfield_60501
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-8706,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-8705,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-8703,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-8182,Defect,In Code Review,0.0,
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-8103,Defect,In Code Review,15.0,"OSCMENT-10441,OSCMENT-10447,OSCMENT-10452,OSCMENT-10577,OSCMENT-10828,OSCMENT-13215,OSCMENT-13396,OSCMENT-14116,OSCMENT-14117,OSCMENT-14118,OSCMENT-52,OSCMENT-54,OSCMENT-9724,OSCMENT-9726,OSCMENT-9728"
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-8100,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-7526,Defect,Release pending,1.0,OSCMENT-12625
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-7450,Defect,In Code Review,0.0,
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-6551,Defect,Release pending,1.0,OSCMENT-15148
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-5999,Defect,In Code Review,8.0,"OSCMENT-6038,OSCMENT-6623,OSCMENT-6963,OSCMENT-7322,OSCMENT-7326,OSCMENT-7328,OSCMENT-9587,OSCMENT-9611"
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-5997,Defect,Release pending,10.0,"OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OneSCM Enterprise,OSCMENT-5381,Defect,Reviewed,1.0,OSCMENT-15901
preALP,2021-01-01,Onyx,ONYX-13128,Customer Defect,Release pending,1.0,ONYX-12404
preALP,2021-01-01,Onyx,ONYX-12852,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Onyx,ONYX-12844,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Onyx,ONYX-12811,Defect,Release pending,0.0,
preALP,2021-01-01,Onyx,ONYX-11802,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Onyx,ONYX-11787,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Onyx,ONYX-11683,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Onyx,ONYX-11604,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Onyx,ONYX-11600,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Onyx,ONYX-11272,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Northplains-Telescope,NORTHP-25911,Defect,Release pending,4.0,"NORTHP-15788,NORTHP-18644,NORTHP-21509,NORTHP-22075"
preALP,2021-01-01,Northplains-Telescope,NORTHP-25537,Defect,Release pending,9.0,"NORTHP-105,NORTHP-128,NORTHP-133,NORTHP-15788,NORTHP-16754,NORTHP-16890,NORTHP-16920,NORTHP-20859,NORTHP-80"
preALP,2021-01-01,Northplains-Telescope,NORTHP-25121,Defect,Release pending,3.0,"NORTHP-15788,NORTHP-25434,NORTHP-99"
preALP,2021-01-01,Northplains-Telescope,NORTHP-25005,Defect,Release pending,1.0,NORTHP-23917
preALP,2021-01-01,Northplains-Telescope,NORTHP-24945,Defect,Release pending,5.0,"NORTHP-15788,NORTHP-17819,NORTHP-19467,NORTHP-22103,NORTHP-99"
preALP,2021-01-01,Northplains-Telescope,NORTHP-23943,Defect,Release pending,11.0,"NORTHP-125,NORTHP-15787,NORTHP-15788,NORTHP-15851,NORTHP-17969,NORTHP-18875,NORTHP-194,NORTHP-20221,NORTHP-21487,NORTHP-25986,NORTHP-99"
preALP,2021-01-01,Northplains-Telescope,NORTHP-23834,Customer Defect,Release pending,2.0,"NORTHP-19405,NORTHP-25824"
preALP,2021-01-01,Northplains-Telescope,NORTHP-22481,Defect,Release pending,6.0,"NORTHP-15788,NORTHP-16890,NORTHP-16900,NORTHP-19467,NORTHP-20395,NORTHP-99"
preALP,2021-01-01,Northplains-Telescope,NORTHP-20688,Defect,Release pending,5.0,"NORTHP-15788,NORTHP-16429,NORTHP-16547,NORTHP-16728,NORTHP-19467"
preALP,2021-01-01,Northplains-Telescope,NORTHP-19632,Customer Defect,Release pending,6.0,"NORTHP-15788,NORTHP-16287,NORTHP-16917,NORTHP-16998,NORTHP-23706,NORTHP-23707"
preALP,2021-01-01,Northplains-Telescope,NORTHP-19456,Defect,Release pending,3.0,"NORTHP-15788,NORTHP-21477,NORTHP-21508"
preALP,2021-01-01,Northplains-Telescope,NORTHP-17676,Customer Defect,Release pending,3.0,"NORTHP-15788,NORTHP-25434,NORTHP-99"
preALP,2021-01-01,Northplains-Telescope,NORTHP-16872,Defect,Release pending,1.0,NORTHP-19405
preALP,2021-01-01,Mobilogy - Instore,MOBINST-15293,Customer Defect,Reviewed,1.0,MOBINST-15313
preALP,2021-01-01,Mobilogy - Instore,MOBINST-15239,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Mobilogy - Instore,MOBINST-12855,Customer Defect,Release pending,0.0,
preALP,2021-01-01,M1.AlertFind,MOAFCID-42684,Customer Defect,In Code Review,,
preALP,2021-01-01,M1.AlertFind,MOAFCID-40488,Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT,MANUSCRIPT-42723,Customer Defect,Release pending,1.0,MANUSCRIPT-68
preALP,2021-01-01,MANUSCRIPT,MANUSCRIPT-42411,Customer Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT,MANUSCRIPT-41873,Defect,In Code Review,,
preALP,2021-01-01,MANUSCRIPT,MANUSCRIPT-41268,Customer Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT,MANUSCRIPT-41254,Customer Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT,MANUSCRIPT-40979,Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT,MANUSCRIPT-40052,Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT,MANUSCRIPT-35420,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Knova,KNOV-4017,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,Kayako Classic,KAYAKOC-20735,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako Classic,KAYAKOC-20420,Customer Defect,In Code Review,,
preALP,2021-01-01,Kayako Classic,KAYAKOC-19644,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako Classic,KAYAKOC-18658,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako Classic,KAYAKOC-18472,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,Kayako Classic,KAYAKOC-16436,Defect,Release pending,2.0,"KAYAKOC-1004,KAYAKOC-15699"
preALP,2021-01-01,Kayako Classic,KAYAKOC-15448,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako Classic,KAYAKOC-14553,Customer Defect,Reviewed,13.0,"KAYAKOC-19120,KAYAKOC-193,KAYAKOC-194,KAYAKOC-203,KAYAKOC-212,KAYAKOC-214,KAYAKOC-220,KAYAKOC-226,KAYAKOC-227,KAYAKOC-7776,KAYAKOC-921,KAYAKOC-956,KAYAKOC-957"
preALP,2021-01-01,Kayako Classic,KAYAKOC-13909,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,Kayako Classic,KAYAKOC-13678,Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,Kayako Classic,KAYAKOC-11827,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako Classic,KAYAKOC-9377,Defect,Release pending,12.0,"KAYAKOC-193,KAYAKOC-194,KAYAKOC-203,KAYAKOC-212,KAYAKOC-214,KAYAKOC-220,KAYAKOC-226,KAYAKOC-227,KAYAKOC-7776,KAYAKOC-921,KAYAKOC-956,KAYAKOC-957"
preALP,2021-01-01,Kayako Classic,KAYAKOC-7883,Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,Kayako TNK,KAYAKO-29670,Customer Defect,Reviewed,1.0,KAYAKO-1355
preALP,2021-01-01,Kayako TNK,KAYAKO-29604,Customer Defect,In Code Review,,
preALP,2021-01-01,Kayako TNK,KAYAKO-29552,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-29472,Customer Defect,In Code Review,,
preALP,2021-01-01,Kayako TNK,KAYAKO-29328,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-29157,Customer Defect,Release pending,4.0,"KAYAKO-18560,KAYAKO-20536,KAYAKO-23526,KAYAKO-27388"
preALP,2021-01-01,Kayako TNK,KAYAKO-28839,Customer Defect,In Code Review,,
preALP,2021-01-01,Kayako TNK,KAYAKO-28830,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-28704,Customer Defect,In Code Review,,
preALP,2021-01-01,Kayako TNK,KAYAKO-28571,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-28190,Customer Defect,Release pending,1.0,KAYAKO-3812
preALP,2021-01-01,Kayako TNK,KAYAKO-28094,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-28087,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-27803,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-27758,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-26520,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-26313,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-23521,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-23467,Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,Kayako TNK,KAYAKO-22263,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-20168,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-19696,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-19693,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-19636,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-19635,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-19634,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-19152,Customer Defect,Release pending,1.0,KAYAKO-2581
preALP,2021-01-01,Kayako TNK,KAYAKO-18950,Customer Defect,Release pending,1.0,KAYAKO-20526
preALP,2021-01-01,Kayako TNK,KAYAKO-18018,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-17788,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-17713,Customer Defect,Release pending,1.0,KAYAKO-20526
preALP,2021-01-01,Kayako TNK,KAYAKO-17707,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-15322,Defect,Release pending,2.0,"KAYAKO-10174,KAYAKO-17687"
preALP,2021-01-01,Kayako TNK,KAYAKO-15285,Defect,Release pending,2.0,"KAYAKO-18406,KAYAKO-5049"
preALP,2021-01-01,Kayako TNK,KAYAKO-14832,Customer Defect,Release pending,1.0,KAYAKO-16411
preALP,2021-01-01,Kayako TNK,KAYAKO-14684,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-14385,Defect,Release pending,1.0,KAYAKO-19272
preALP,2021-01-01,Kayako TNK,KAYAKO-8476,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-6483,Defect,Release pending,0.0,
preALP,2021-01-01,Kayako TNK,KAYAKO-4517,Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,Jive Search,JVSRCH-9857,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JCLDALL-16223, JCLDALL-16278, JCLDALL-25009, JCLDALL-25488, JCLDALL-320, JCLDALL-37607, JCLDALL-39015, JCLDALL-40057, JCLDALL-40327, JCLDALL-40621, JCLDALL-40775, JCLDALL-41753, JCLDALL-41757 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01,Jive HOP Standard,JVHOPST-48018,Customer Defect,Reviewed,2.0,"JVHOPST-40677,JVHOPST-48150"
preALP,2021-01-01,Jive HOP Standard,JVHOPST-47948,Customer Defect,Reviewed,1.0,JVHOPST-48007
preALP,2021-01-01,Jive HOP Standard,JVHOPST-47692,Customer Defect,Reviewed,1.0,JVHOPST-47765
preALP,2021-01-01,Jive HOP Standard,JVHOPST-47669,Customer Defect,Reviewed,1.0,JVHOPST-47884
preALP,2021-01-01,Jive HOP Standard,JVHOPST-47498,Customer Defect,Reviewed,1.0,JVHOPST-40677
preALP,2021-01-01,Jive HOP Standard,JVHOPST-46453,Customer Defect,Reviewed,1.0,JVHOPST-48525
preALP,2021-01-01,Jive HOP Standard,JVHOPST-40653,Customer Defect,Reviewed,1.0,JVHOPST-46448
preALP,2021-01-01,Jive HOP Standard,JVHOPST-40532,Customer Defect,Reviewed,1.0,JVHOPST-47909
preALP,2021-01-01,Jive HOP Standard,JVHOPST-40372,Customer Defect,Reviewed,2.0,"JVHOPST-43274,JVHOPST-46969"
preALP,2021-01-01,Jive HOP Standard,JVHOPST-40291,Customer Defect,Reviewed,1.0,JVHOPST-47547
preALP,2021-01-01,Jive HOP Standard,JVHOPST-39327,Customer Defect,Release pending,2.0,"JVHOPST-17830,JVHOPST-41963"
preALP,2021-01-01,Jive HOP Standard,JVHOPST-36020,Customer Defect,Reviewed,1.0,JVHOPST-47379
preALP,2021-01-01,Jive HOP Standard,JVHOPST-35528,Customer Defect,Reviewed,1.0,JVHOPST-46632
preALP,2021-01-01,Jive HOP Standard,JVHOPST-34579,Customer Defect,Reviewed,1.0,JVHOPST-46969
preALP,2021-01-01,Jive HOP Standard,JVHOPST-22331,Defect,Reviewed,2.0,"JVHOPST-11854,JVHOPST-46680"
preALP,2021-01-01,Jive HOP Standard,JVHOPST-22220,Customer Defect,Reviewed,1.0,JVHOPST-47980
preALP,2021-01-01,Jive HOP Standard,JVHOPST-16311,Customer Defect,Reviewed,1.0,JVHOPST-47209
preALP,2021-01-01,Jive HOP Standard,JVHOPST-14069,Customer Defect,Reviewed,1.0,JVHOPST-48031
preALP,2021-01-01,Jive Daily Hosted,JVHOPDH-3791,Defect,Reviewed,28.0,"JVHOPDH-1014,JVHOPDH-3401,JVHOPDH-3418,JVHOPDH-472,JVHOPDH-4814,JVHOPDH-502,JVHOPDH-504,JVHOPDH-507,JVHOPDH-515,JVHOPDH-522,JVHOPDH-5397,JVHOPDH-5404,JVHOPDH-552,JVHOPDH-559,JVHOPDH-562,JVHOPDH-586,JVHOPDH-593,JVHOPDH-604,JVHOPDH-659,JVHOPDH-666,JVHOPDH-696,JVHOPDH-750,JVHOPDH-787,JVHOPDH-851,JVHOPDH-855,JVHOPDH-923,JVHOPDH-930,JVHOPDH-941"
preALP,2021-01-01,Jive Daily Hosted,JVHOPDH-2470,Defect,Release pending,0.0,
preALP,2021-01-01,Jive Integrations Framework,JVFINTG-9640,Customer Defect,Release pending,2.0,"JVFINTG-4570,JVFINTG-9816"
preALP,2021-01-01,Jive Integrations Framework,JVFINTG-9371,Customer Defect,Release pending,8.0,"JVFINTG-4472,JVFINTG-4480,JVFINTG-4482,JVFINTG-4484,JVFINTG-4486,JVFINTG-4570,JVFINTG-8039,JVFINTG-9615"
preALP,2021-01-01,Jive Integrations Framework,JVFINTG-8456,Defect,Release pending,0.0,
preALP,2021-01-01,Jive Integrations Framework,JVFINTG-8373,Customer Defect,Release pending,13.0,"JVFINTG-4432,JVFINTG-4434,JVFINTG-4435,JVFINTG-4437,JVFINTG-4446,JVFINTG-4447,JVFINTG-4448,JVFINTG-4449,JVFINTG-4450,JVFINTG-4454,JVFINTG-4510,JVFINTG-7482,JVFINTG-8628"
preALP,2021-01-01,Jive Integrations Framework,JVFINTG-3771,Defect,Release pending,3.0,"JVFINTG-3713,JVFINTG-5164,JVFINTG-8038"
preALP,2021-01-01,Jive Integrations Framework,JVFINTG-3363,Defect,Release pending,2.0,"JVFINTG-3410,JVFINTG-3448"
preALP,2021-01-01,Jive Cloud,JVCLD-106324,Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-106260,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-106026,Customer Defect,Release pending,5.0,"JVCLD-107790,JVCLD-41047,JVCLD-47510,JVCLD-62483,JVCLD-72329"
preALP,2021-01-01,Jive Cloud,JVCLD-105937,Customer Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,Jive Cloud,JVCLD-104609,Customer Defect,In Code Review,,
preALP,2021-01-01,Jive Cloud,JVCLD-104491,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-103559,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-101852,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-101707,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-101062,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-101047,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-97729,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-95893,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-92672,Customer Defect,Release pending,4.0,"JVCLD-40767,JVCLD-48959,JVCLD-62580,JVCLD-92837"
preALP,2021-01-01,Jive Cloud,JVCLD-92391,Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,Jive Cloud,JVCLD-92055,Customer Defect,In Code Review,,
preALP,2021-01-01,Jive Cloud,JVCLD-91725,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-91707,Customer Defect,Release pending,1.0,JVCLD-60649
preALP,2021-01-01,Jive Cloud,JVCLD-89127,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-88892,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-86223,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-84719,Customer Defect,Release pending,1.0,JVCLD-60649
preALP,2021-01-01,Jive Cloud,JVCLD-84651,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-84608,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-81417,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-81413,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-81194,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-80895,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-79888,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-75779,Customer Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,Jive Cloud,JVCLD-72899,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-72693,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-72624,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-72620,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-65992,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-65758,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-62117,Customer Defect,Release pending,2.0,"JVCLD-40767,JVCLD-62580"
preALP,2021-01-01,Jive Cloud,JVCLD-61479,Customer Defect,Release pending,19.0,"JVCLD-49829,JVCLD-49837,JVCLD-49838,JVCLD-50122,JVCLD-50132,JVCLD-50133,JVCLD-50244,JVCLD-54510,JVCLD-54630,JVCLD-54632,JVCLD-54635,JVCLD-65745,JVCLD-65775,JVCLD-65782,JVCLD-65820,JVCLD-65833,JVCLD-65991,JVCLD-67064,JVCLD-93620"
preALP,2021-01-01,Jive Cloud,JVCLD-60728,Defect,In Code Review,,
preALP,2021-01-01,Jive Cloud,JVCLD-60384,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,Jive Cloud,JVCLD-60203,Customer Defect,Release pending,2.0,"JVCLD-40767,JVCLD-62580"
preALP,2021-01-01,Jive Cloud,JVCLD-60202,Customer Defect,Release pending,2.0,"JVCLD-40767,JVCLD-62580"
preALP,2021-01-01,Jive Cloud,JVCLD-60126,Customer Defect,Release pending,7.0,"JVCLD-49048,JVCLD-55614,JVCLD-62580,JVCLD-71453,JVCLD-88875,JVCLD-92516,JVCLD-93620"
preALP,2021-01-01,Jive Cloud,JVCLD-60011,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-57955,Customer Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,Jive Cloud,JVCLD-56836,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,Jive Cloud,JVCLD-55598,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-49747,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-49559,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-46320,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-46197,Customer Defect,Release pending,3.0,"JVCLD-40767,JVCLD-49048,JVCLD-62580"
preALP,2021-01-01,Jive Cloud,JVCLD-46193,Customer Defect,Release pending,2.0,"JVCLD-40767,JVCLD-62580"
preALP,2021-01-01,Jive Cloud,JVCLD-45633,Customer Defect,Release pending,3.0,"JVCLD-45660,JVCLD-45808,JVCLD-89094"
preALP,2021-01-01,Jive Cloud,JVCLD-45409,Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-45383,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-45167,Customer Defect,In Code Review,36.0,"JVCLD-42786, JVCLD-42976, JVCLD-43855, JVCLD-45313, JVCLD-46232, JVCLD-46642, JVCLD-50109, JVCLD-54459, JVCLD-55084, JVCLD-55107, JVCLD-55132, JVCLD-55284, JVCLD-57620, JVCLD-57631, JVCLD-57982, JVCLD-58018, JVCLD-60172, JVCLD-60458, JVCLD-60469"
preALP,2021-01-01,Jive Cloud,JVCLD-44998,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-44710,Customer Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,Jive Cloud,JVCLD-44545,Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-42864,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-42791,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-42545,Defect,Release pending,5.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-49048"
preALP,2021-01-01,Jive Cloud,JVCLD-42386,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-42309,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-41966,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-41860,Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-41818,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-41779,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-41690,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-41249,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-40504,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-40357,Defect,Release pending,5.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-62580"
preALP,2021-01-01,Jive Cloud,JVCLD-40054,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-38506,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,Jive Cloud,JVCLD-38502,Customer Defect,Release pending,11.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-55614,JVCLD-60649,JVCLD-71453,JVCLD-88875,JVCLD-89094,JVCLD-92516,JVCLD-93620"
preALP,2021-01-01,Jive Cloud,JVCLD-38494,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-38407,Defect,Release pending,3.0,"JVCLD-107819,JVCLD-45071,JVCLD-45072"
preALP,2021-01-01,Jive Cloud,JVCLD-38375,Defect,Release pending,3.0,"JVCLD-107819,JVCLD-45071,JVCLD-45072"
preALP,2021-01-01,Jive Cloud,JVCLD-38363,Defect,Release pending,3.0,"JVCLD-107819,JVCLD-45071,JVCLD-45072"
preALP,2021-01-01,Jive Cloud,JVCLD-38282,Customer Defect,In Code Review,14.0,"JVCLD-41288, JVCLD-42976, JVCLD-45069, JVCLD-49046, JVCLD-54626, JVCLD-54856, JVCLD-54972, JVCLD-54985, JVCLD-55072, JVCLD-55284, JVCLD-55526, JVCLD-60032"
preALP,2021-01-01,Jive Cloud,JVCLD-38280,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-38278,Customer Defect,Release pending,3.0,"JVCLD-107819,JVCLD-42912,JVCLD-43859"
